edge_type,source_id,source_name,source_type,target_id,target_name,target_type,key
RecordedBy,1823,Rebel Without a Pause,Album,1829,Pulse Platters,RecordLabel,0
ComposerOf,1824,Li Bai,Person,1823,Rebel Without a Pause,Album,0
LyricistOf,1825,Lei Peng,Person,1823,Rebel Without a Pause,Album,0
PerformerOf,1826,Ping Feng,Person,1823,Rebel Without a Pause,Album,0
PerformerOf,1827,Donna Ryan,Person,1823,Rebel Without a Pause,Album,0
PerformerOf,1827,Donna Ryan,Person,13945,Dust and Mirages,Song,0
PerformerOf,1828,Li Deng,Person,1823,Rebel Without a Pause,Album,0
DirectlySamples,1830,Trouble's Favorite Son,Song,467,Divine Architecture,Song,0
LyricalReferenceTo,1830,Trouble's Favorite Son,Song,7897,Cloudscape of Resistance,Song,0
InterpolatesFrom,1830,Trouble's Favorite Son,Song,3329,Heartbreak in Slow Motion,Song,0
InterpolatesFrom,1830,Trouble's Favorite Son,Song,5389,If Only You Had Stayed in Your Hometown,Song,0
RecordedBy,1830,Trouble's Favorite Son,Song,1836,Full Frame Records,RecordLabel,0
ComposerOf,1831,Jing Tian,Person,1830,Trouble's Favorite Son,Song,0
PerformerOf,1832,Jun Yin,Person,1830,Trouble's Favorite Son,Song,0
PerformerOf,1833,Brian Gross,Person,1830,Trouble's Favorite Son,Song,0
PerformerOf,1834,Jing Shao,Person,1830,Trouble's Favorite Son,Song,0
PerformerOf,1835,Yan Lei,Person,1830,Trouble's Favorite Son,Song,0
ProducerOf,1835,Yan Lei,Person,1830,Trouble's Favorite Son,Song,1
RecordedBy,1837,Bad to the Bone Billy,Song,1538,Radiant Sounds Collective,RecordLabel,0
DistributedBy,1837,Bad to the Bone Billy,Song,1538,Radiant Sounds Collective,RecordLabel,1
PerformerOf,1838,Carolyn Schultz,Person,1837,Bad to the Bone Billy,Song,0
ProducerOf,1838,Carolyn Schultz,Person,1837,Bad to the Bone Billy,Song,1
PerformerOf,1838,Carolyn Schultz,Person,4593,Whispers of the Heart,Song,0
ProducerOf,1838,Carolyn Schultz,Person,4593,Whispers of the Heart,Song,1
LyricistOf,1838,Carolyn Schultz,Person,5058,Rhythm of the Heated Skies,Song,0
LyricistOf,1838,Carolyn Schultz,Person,13900,Peels and Wheels,Song,0
PerformerOf,1838,Carolyn Schultz,Person,14798,Delicate Interludes of the Heart,Album,0
ProducerOf,1838,Carolyn Schultz,Person,14798,Delicate Interludes of the Heart,Album,1
PerformerOf,1838,Carolyn Schultz,Person,16452,Star of the Stable,Song,0
ComposerOf,1839,Miguel Johnston,Person,1837,Bad to the Bone Billy,Song,0
PerformerOf,1839,Miguel Johnston,Person,4602,Moonlit Surrender,Album,0
ComposerOf,1839,Miguel Johnston,Person,5058,Rhythm of the Heated Skies,Song,0
PerformerOf,1839,Miguel Johnston,Person,5058,Rhythm of the Heated Skies,Song,1
ComposerOf,1839,Miguel Johnston,Person,11125,Glacial Heartlines,Album,0
PerformerOf,1839,Miguel Johnston,Person,11125,Glacial Heartlines,Album,1
PerformerOf,1839,Miguel Johnston,Person,14798,Delicate Interludes of the Heart,Album,0
RecordedBy,1841,Ripples and Whispers,Song,458,Lithic Resonance,RecordLabel,0
DistributedBy,1841,Ripples and Whispers,Song,460,Crossroads & Highways,RecordLabel,0
LyricistOf,1842,Guiying Lu,Person,1841,Ripples and Whispers,Song,0
PerformerOf,1842,Guiying Lu,Person,1841,Ripples and Whispers,Song,1
PerformerOf,1843,Chao Tan,Person,1841,Ripples and Whispers,Song,0
PerformerOf,1843,Chao Tan,Person,6994,Clocktower Cadence,Song,0
PerformerOf,1843,Chao Tan,Person,11485,Eternal Connection,Album,0
PerformerOf,1843,Chao Tan,Person,13173,Liturgical Whispers,Song,0
PerformerOf,1843,Chao Tan,Person,15017,Echoes of the Puszta: Chamber Variations,Song,0
ComposerOf,1844,Juan Gao,Person,1841,Ripples and Whispers,Song,0
RecordedBy,1845,Shoreline Secrets,Song,1105,StarRoc Records,RecordLabel,0
PerformerOf,1846,Friedrich-Wilhelm Ullmann,Person,11275,Smiling So Hard It Hurts,Album,0
LyricistOf,1846,Friedrich-Wilhelm Ullmann,Person,11275,Smiling So Hard It Hurts,Album,1
ComposerOf,1846,Friedrich-Wilhelm Ullmann,Person,11275,Smiling So Hard It Hurts,Album,2
PerformerOf,1846,Friedrich-Wilhelm Ullmann,Person,1845,Shoreline Secrets,Song,0
PerformerOf,1847,Violetta Peukert,Person,1845,Shoreline Secrets,Song,0
ProducerOf,1848,Ulrike Ziegert,Person,1845,Shoreline Secrets,Song,0
ProducerOf,1848,Ulrike Ziegert,Person,9855,Deadlock,Song,0
InStyleOf,1849,Waves Beneath My Feet,Song,9116,Whispers of the Celestial Goddess,Song,0
LyricalReferenceTo,1849,Waves Beneath My Feet,Song,12245,Harbor Harmony,Song,0
CoverOf,1849,Waves Beneath My Feet,Song,14118,Whispers Between Snowflakes,Song,0
LyricalReferenceTo,1849,Waves Beneath My Feet,Song,3931,Wrinkles and Wisdom,Song,0
CoverOf,1849,Waves Beneath My Feet,Song,5777,Standing Watch at Dawn's Edge,Song,0
DistributedBy,1849,Waves Beneath My Feet,Song,1852,Orge Resonance,RecordLabel,0
ProducerOf,1850,Ping Sun,Person,1849,Waves Beneath My Feet,Song,0
PerformerOf,1850,Ping Sun,Person,16632,Surrender to My Heart,Song,0
LyricistOf,1851,Gang Pan,Person,1849,Waves Beneath My Feet,Song,0
LyricistOf,1851,Gang Pan,Person,3931,Wrinkles and Wisdom,Song,0
PerformerOf,1851,Gang Pan,Person,3931,Wrinkles and Wisdom,Song,1
PerformerOf,1851,Gang Pan,Person,6912,Broken Record Heart,Album,0
ComposerOf,1851,Gang Pan,Person,10275,Digital Dawn,Album,0
PerformerOf,1851,Gang Pan,Person,16632,Surrender to My Heart,Song,0
InStyleOf,1853,Reflections on the Water's Rim,Song,1018,Wrinkled Rebellion,Song,0
RecordedBy,1853,Reflections on the Water's Rim,Song,1856,Dharma Groove,RecordLabel,0
DistributedBy,1853,Reflections on the Water's Rim,Song,168,Cascata Sound,RecordLabel,0
PerformerOf,1854,Mary Rodriguez,Person,1853,Reflections on the Water's Rim,Song,0
ProducerOf,1854,Mary Rodriguez,Person,7012,Keyboard's Ethereal Dance,Album,0
ComposerOf,1855,Marie James,Person,1853,Reflections on the Water's Rim,Song,0
LyricistOf,1855,Marie James,Person,7012,Keyboard's Ethereal Dance,Album,0
PerformerOf,1855,Marie James,Person,7012,Keyboard's Ethereal Dance,Album,1
DistributedBy,1857,Melancholy's Strings,Song,879,Verdant Horizon,RecordLabel,0
MemberOf,1858,Li Lu,Person,16746,Arctic Scholars,MusicalGroup,0
PerformerOf,1858,Li Lu,Person,1857,Melancholy's Strings,Song,0
PerformerOf,1858,Li Lu,Person,2167,Journey's Calling,Song,0
LyricistOf,1858,Li Lu,Person,2479,Echoes of Infinity,Song,0
PerformerOf,1858,Li Lu,Person,2479,Echoes of Infinity,Song,1
LyricistOf,1858,Li Lu,Person,4006,Whispers in the Olive Grove,Song,0
ComposerOf,1858,Li Lu,Person,6616,Wisdom's Whispers in Twilight,Song,0
LyricistOf,1858,Li Lu,Person,8200,Crowns of Anonymous,Song,0
LyricistOf,1858,Li Lu,Person,8680,Celestial Tribunal,Album,0
LyricistOf,1858,Li Lu,Person,11527,Forest Whispers at Dawn,Song,0
PerformerOf,1858,Li Lu,Person,13484,Ballot Box Rodent,Album,0
PerformerOf,1858,Li Lu,Person,14332,Amber Twilight,Song,0
InStyleOf,1859,Shadows of the Minor Scale,Album,3730,First Breath of Desire,Song,0
DistributedBy,1859,Shadows of the Minor Scale,Album,1595,Meridian Sound,RecordLabel,0
PerformerOf,1860,Xia Yan,Person,1859,Shadows of the Minor Scale,Album,0
ProducerOf,1860,Xia Yan,Person,1859,Shadows of the Minor Scale,Album,1
ComposerOf,1861,Xiulan Dong,Person,1859,Shadows of the Minor Scale,Album,0
LyricistOf,1862,Na Zhong,Person,1859,Shadows of the Minor Scale,Album,0
ComposerOf,1862,Na Zhong,Person,15738,Rhythm of Unspoken Desire,Song,0
LyricalReferenceTo,1863,Whispers of a Forgotten Melody,Song,12678,The Last Horizon,Song,0
InStyleOf,1863,Whispers of a Forgotten Melody,Song,9702,Echoes in My Mind,Song,0
InStyleOf,1863,Whispers of a Forgotten Melody,Song,1841,Ripples and Whispers,Song,0
RecordedBy,1863,Whispers of a Forgotten Melody,Song,174,Echo Chamber Records,RecordLabel,0
DistributedBy,1863,Whispers of a Forgotten Melody,Song,174,Echo Chamber Records,RecordLabel,1
ProducerOf,1864,Ming Song,Person,1863,Whispers of a Forgotten Melody,Song,0
ComposerOf,1865,Tao Zhao,Person,1863,Whispers of a Forgotten Melody,Song,0
PerformerOf,1866,Na Peng,Person,1863,Whispers of a Forgotten Melody,Song,0
ProducerOf,1866,Na Peng,Person,1863,Whispers of a Forgotten Melody,Song,1
PerformerOf,1866,Na Peng,Person,9341,Dancing Silhouette,Song,0
ProducerOf,1866,Na Peng,Person,9341,Dancing Silhouette,Song,1
PerformerOf,1866,Na Peng,Person,9630,Whispers of Annabel,Song,0
PerformerOf,1867,Nadia van Dooren-de Jode Vastraedsd,Person,1863,Whispers of a Forgotten Melody,Song,0
LyricistOf,1867,Nadia van Dooren-de Jode Vastraedsd,Person,4764,The Lady's Prerogative,Song,0
PerformerOf,1867,Nadia van Dooren-de Jode Vastraedsd,Person,4764,The Lady's Prerogative,Song,1
PerformerOf,1868,Lei Tao,Person,1863,Whispers of a Forgotten Melody,Song,0
CoverOf,1869,Echoes from the Dark Chord,Song,13062,Rhythmic Undertow,Song,0
DistributedBy,1869,Echoes from the Dark Chord,Song,143,Radiant Echo,RecordLabel,0
LyricistOf,1870,Fang Xie,Person,1869,Echoes from the Dark Chord,Song,0
PerformerOf,1871,Jie Cai,Person,1869,Echoes from the Dark Chord,Song,0
ProducerOf,1871,Jie Cai,Person,1869,Echoes from the Dark Chord,Song,1
PerformerOf,1871,Jie Cai,Person,8511,Dance of the Poisoned Limbs,Album,0
PerformerOf,1871,Jie Cai,Person,10662,Breath of the Stag,Song,0
PerformerOf,1872,Yang Gao,Person,1869,Echoes from the Dark Chord,Song,0
ComposerOf,1873,Li Ma,Person,1869,Echoes from the Dark Chord,Song,0
PerformerOf,1873,Li Ma,Person,7190,Shadows of Silence,Song,0
ComposerOf,1873,Li Ma,Person,7936,Olśnienie,Song,0
PerformerOf,1873,Li Ma,Person,11249,Silence Between Departures,Song,0
PerformerOf,1873,Li Ma,Person,13941,Melody of Shared Understanding,Song,0
DirectlySamples,1874,Dusty Miles,Song,6994,Clocktower Cadence,Song,0
LyricalReferenceTo,1874,Dusty Miles,Song,16582,Drowning in Denial,Song,0
RecordedBy,1874,Dusty Miles,Song,277,Guyonne Grove,RecordLabel,0
DistributedBy,1874,Dusty Miles,Song,1879,Fassa Sounds,RecordLabel,0
ComposerOf,1875,Jing Ding,Person,1874,Dusty Miles,Song,0
PerformerOf,1875,Jing Ding,Person,16582,Drowning in Denial,Song,0
PerformerOf,1876,Ming Dai,Person,1874,Dusty Miles,Song,0
PerformerOf,1877,Xiulan Yi,Person,1874,Dusty Miles,Song,0
ProducerOf,1877,Xiulan Yi,Person,2013,Shrapnel Memories,Song,0
PerformerOf,1877,Xiulan Yi,Person,13374,Crown of Eternity,Song,0
ProducerOf,1877,Xiulan Yi,Person,13961,Twilight of Infinite Endings,Album,0
PerformerOf,1877,Xiulan Yi,Person,15206,One-Way Departure,Song,0
PerformerOf,1877,Xiulan Yi,Person,16582,Drowning in Denial,Song,0
PerformerOf,1877,Xiulan Yi,Person,16618,Feedback Frequencies,Song,0
ProducerOf,1877,Xiulan Yi,Person,16618,Feedback Frequencies,Song,1
PerformerOf,1878,Wei Gao,Person,1874,Dusty Miles,Song,0
PerformerOf,1878,Wei Gao,Person,3194,Abundance Overflowing,Song,0
LyricistOf,1878,Wei Gao,Person,13961,Twilight of Infinite Endings,Album,0
PerformerOf,1878,Wei Gao,Person,13961,Twilight of Infinite Endings,Album,1
LyricistOf,1878,Wei Gao,Person,16582,Drowning in Denial,Song,0
CoverOf,1880,Escape Velocity,Album,2202,The Price of Redemption,Album,0
LyricalReferenceTo,1880,Escape Velocity,Album,14976,Fool's Parade,Song,0
LyricalReferenceTo,1880,Escape Velocity,Album,16724,Sole Survivor,Song,0
InStyleOf,1880,Escape Velocity,Album,16335,Divine Permutations,Song,0
LyricalReferenceTo,1880,Escape Velocity,Album,14239,Threads of Persistence,Song,0
RecordedBy,1880,Escape Velocity,Album,1883,Fascino Harmony,RecordLabel,0
MemberOf,1881,Hridaan Kaur,Person,16826,The Three Drafts,MusicalGroup,0
PerformerOf,1881,Hridaan Kaur,Person,1880,Escape Velocity,Album,0
LyricistOf,1881,Hridaan Kaur,Person,14239,Threads of Persistence,Song,0
PerformerOf,1881,Hridaan Kaur,Person,14239,Threads of Persistence,Song,1
PerformerOf,1881,Hridaan Kaur,Person,16335,Divine Permutations,Song,0
MemberOf,1882,Rohan Shanker,Person,16826,The Three Drafts,MusicalGroup,0
PerformerOf,1882,Rohan Shanker,Person,1880,Escape Velocity,Album,0
PerformerOf,1882,Rohan Shanker,Person,14239,Threads of Persistence,Song,0
PerformerOf,1882,Rohan Shanker,Person,16335,Divine Permutations,Song,0
InterpolatesFrom,1884,Nowhere's Child,Album,15622,Whispers of Finality,Song,0
RecordedBy,1884,Nowhere's Child,Album,248,Ardennes Echo,RecordLabel,0
ComposerOf,1885,Hridaan Chacko,Person,1884,Nowhere's Child,Album,0
PerformerOf,1886,Adah Barad,Person,1884,Nowhere's Child,Album,0
ProducerOf,1886,Adah Barad,Person,1884,Nowhere's Child,Album,1
LyricistOf,1887,Rania Bahri,Person,1884,Nowhere's Child,Album,0
LyricalReferenceTo,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,14569,Polka Echoes from Stockholm's Archipelago,Song,0
RecordedBy,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,1894,Terral Sounds,RecordLabel,0
DistributedBy,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,1893,Sonic Mosaic,RecordLabel,0
ComposerOf,1889,Lawrence Larson,Person,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,0
PerformerOf,1889,Lawrence Larson,Person,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,1
ProducerOf,1890,Rachel Hall,Person,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,0
LyricistOf,1891,Rachel Hill,Person,1888,Backroad FreedomCumhuriyet'in İzinde (On the Path of the Republic),Song,0
ProducerOf,1891,Rachel Hill,Person,3133,Melodic Passage,Song,0
PerformerOf,1891,Rachel Hill,Person,7511,Parallel Streams of Sentiment,Song,0
ProducerOf,1891,Rachel Hill,Person,7511,Parallel Streams of Sentiment,Song,1
ComposerOf,1891,Rachel Hill,Person,10444,Your Time Has Come,Song,0
PerformerOf,1891,Rachel Hill,Person,10444,Your Time Has Come,Song,1
PerformerOf,1891,Rachel Hill,Person,16014,Copenhagen's Forbidden Affair,Song,0
CoverOf,1895,Yeni Doğan Devrim (Newborn Revolution),Song,12652,Primal Court of Reckoning,Album,0
RecordedBy,1895,Yeni Doğan Devrim (Newborn Revolution),Song,138,Adriatic Resonance,RecordLabel,0
DistributedBy,1895,Yeni Doğan Devrim (Newborn Revolution),Song,138,Adriatic Resonance,RecordLabel,1
PerformerOf,1896,Na Tao,Person,1895,Yeni Doğan Devrim (Newborn Revolution),Song,0
ProducerOf,1896,Na Tao,Person,1895,Yeni Doğan Devrim (Newborn Revolution),Song,1
ComposerOf,1897,Li Shao,Person,1895,Yeni Doğan Devrim (Newborn Revolution),Song,0
ComposerOf,1897,Li Shao,Person,12652,Primal Court of Reckoning,Album,0
InterpolatesFrom,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,15622,Whispers of Finality,Song,0
RecordedBy,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,911,Urban Artifact Sound,RecordLabel,0
DistributedBy,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,911,Urban Artifact Sound,RecordLabel,1
ComposerOf,1899,Juan Xue,Person,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,0
PerformerOf,1899,Juan Xue,Person,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,1
PerformerOf,1900,Jun Guo,Person,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,0
LyricistOf,1900,Jun Guo,Person,13755,Before You Walk Away,Song,0
LyricistOf,1901,Lei Kong,Person,1898,Atatürk'ün Sesi (The Voice of Atatürk),Song,0
InStyleOf,1902,Özgürlük Şarkısı (Song of Freedom),Song,10398,Shadows of Mistaken Identity,Song,0
DirectlySamples,1902,Özgürlük Şarkısı (Song of Freedom),Song,15622,Whispers of Finality,Song,0
RecordedBy,1902,Özgürlük Şarkısı (Song of Freedom),Song,1906,Nishi Grooves,RecordLabel,0
DistributedBy,1902,Özgürlük Şarkısı (Song of Freedom),Song,1906,Nishi Grooves,RecordLabel,1
ComposerOf,1903,Brandon Horton,Person,1902,Özgürlük Şarkısı (Song of Freedom),Song,0
PerformerOf,1903,Brandon Horton,Person,1902,Özgürlük Şarkısı (Song of Freedom),Song,1
PerformerOf,1904,Cynthia Hoover,Person,1902,Özgürlük Şarkısı (Song of Freedom),Song,0
ProducerOf,1905,Brian Melton,Person,1902,Özgürlük Şarkısı (Song of Freedom),Song,0
LyricalReferenceTo,1907,Echoes of Mirth,Song,14969,First Dance Unfolding,Album,0
CoverOf,1907,Echoes of Mirth,Song,4046,Sweet Katharina's Lament,Album,0
InStyleOf,1907,Echoes of Mirth,Song,9579,Tundra Whispers,Album,0
InStyleOf,1907,Echoes of Mirth,Song,13413,Snowbound Hearts,Song,0
RecordedBy,1907,Echoes of Mirth,Song,400,Whitesmith Recordings,RecordLabel,0
ComposerOf,1908,Yong Cao,Person,1907,Echoes of Mirth,Song,0
PerformerOf,1908,Yong Cao,Person,1907,Echoes of Mirth,Song,1
PerformerOf,1909,Ming Lai,Person,1907,Echoes of Mirth,Song,0
PerformerOf,1910,Min Wen,Person,1907,Echoes of Mirth,Song,0
LyricistOf,1911,Min Peng,Person,1907,Echoes of Mirth,Song,0
PerformerOf,1911,Min Peng,Person,1907,Echoes of Mirth,Song,1
MemberOf,1912,Yan Lin,Person,16840,Surveillance,MusicalGroup,0
PerformerOf,1912,Yan Lin,Person,1907,Echoes of Mirth,Song,0
PerformerOf,1912,Yan Lin,Person,5021,"Patch Me Up, Henry",Song,0
LyricistOf,1912,Yan Lin,Person,6770,Tender Green Awakening,Song,0
PerformerOf,1912,Yan Lin,Person,9300,Whispers of the Savanna,Album,0
ProducerOf,1912,Yan Lin,Person,9300,Whispers of the Savanna,Album,1
RecordedBy,1913,Scattered Giggles,Album,514,Sketch Sonic,RecordLabel,0
DistributedBy,1913,Scattered Giggles,Album,1194,Solstice Sounds,RecordLabel,0
ComposerOf,1914,Ewelina Jeszke,Person,1913,Scattered Giggles,Album,0
PerformerOf,1914,Ewelina Jeszke,Person,1913,Scattered Giggles,Album,1
ProducerOf,1914,Ewelina Jeszke,Person,3085,Abrogate the Rabble-Rouser,Song,0
PerformerOf,1914,Ewelina Jeszke,Person,3183,More Than Enough,Song,0
ProducerOf,1914,Ewelina Jeszke,Person,3183,More Than Enough,Song,1
PerformerOf,1914,Ewelina Jeszke,Person,3217,Nocturnal Conversations of Delicate Instruments,Song,0
ProducerOf,1914,Ewelina Jeszke,Person,3217,Nocturnal Conversations of Delicate Instruments,Song,1
ComposerOf,1914,Ewelina Jeszke,Person,5802,Tribal Waters,Song,0
LyricistOf,1914,Ewelina Jeszke,Person,6674,Närma dig friden (Approach the Peace),Song,0
PerformerOf,1914,Ewelina Jeszke,Person,6674,Närma dig friden (Approach the Peace),Song,1
PerformerOf,1914,Ewelina Jeszke,Person,12955,Pilgrims of Devotion,Song,0
ProducerOf,1914,Ewelina Jeszke,Person,12955,Pilgrims of Devotion,Song,1
ComposerOf,1914,Ewelina Jeszke,Person,16440,Quiet Crosswalk,Album,0
InterpolatesFrom,1915,Fragments of Joy,Song,13302,Fair Exchange,Song,0
InterpolatesFrom,1915,Fragments of Joy,Song,10747,Cheerful Pathways,Song,0
CoverOf,1915,Fragments of Joy,Song,10281,Timelines Converge,Song,0
InterpolatesFrom,1915,Fragments of Joy,Song,11847,Echoes of a Global Generation,Song,0
InStyleOf,1915,Fragments of Joy,Song,9995,Ethereal Afterthoughts,Song,0
DirectlySamples,1915,Fragments of Joy,Song,8245,Tanah Kita Bangkit,Album,0
CoverOf,1915,Fragments of Joy,Song,10342,Carols of the Silent Night,Song,0
LyricalReferenceTo,1915,Fragments of Joy,Song,12043,Soft Love's First Light,Song,0
RecordedBy,1915,Fragments of Joy,Song,744,Svadhyaya Sangeet Prakashan,RecordLabel,0
DistributedBy,1915,Fragments of Joy,Song,744,Svadhyaya Sangeet Prakashan,RecordLabel,1
PerformerOf,1916,Benjamin Lee,Person,1915,Fragments of Joy,Song,0
PerformerOf,1917,Taylor Reed,Person,1915,Fragments of Joy,Song,0
MemberOf,1918,Kelly Stewart,Person,16745,Sonic Renegade,MusicalGroup,0
PerformerOf,1918,Kelly Stewart,Person,1915,Fragments of Joy,Song,0
PerformerOf,1918,Kelly Stewart,Person,8245,Tanah Kita Bangkit,Album,0
PerformerOf,1918,Kelly Stewart,Person,9030,Immovable Love,Song,0
ProducerOf,1918,Kelly Stewart,Person,9995,Ethereal Afterthoughts,Song,0
PerformerOf,1918,Kelly Stewart,Person,11225,Beethoven's Unheard Conversation,Song,0
PerformerOf,1918,Kelly Stewart,Person,11331,Sovereign's Whisper,Album,0
PerformerOf,1918,Kelly Stewart,Person,12043,Soft Love's First Light,Song,0
PerformerOf,1918,Kelly Stewart,Person,13257,Playful Improvisation,Song,0
PerformerOf,1918,Kelly Stewart,Person,14057,Fragments of a Simple Girl,Song,0
ProducerOf,1918,Kelly Stewart,Person,15805,Peaks of Passion,Song,0
PerformerOf,1919,Tina Hobbs,Person,1915,Fragments of Joy,Song,0
PerformerOf,1919,Tina Hobbs,Person,11479,Childhood Memories Never Fade,Album,0
PerformerOf,1919,Tina Hobbs,Person,13302,Fair Exchange,Song,0
InStyleOf,1920,Whispers of Laughter,Album,8236,The Last Embrace Before Leaving,Album,0
DirectlySamples,1920,Whispers of Laughter,Album,7450,Starlit Summer Phantasm,Song,0
RecordedBy,1920,Whispers of Laughter,Album,1925,Vertical Altitude,RecordLabel,0
DistributedBy,1920,Whispers of Laughter,Album,1926,Grafson Groove,RecordLabel,0
PerformerOf,1921,Jonathan Marquez,Person,1920,Whispers of Laughter,Album,0
ProducerOf,1921,Jonathan Marquez,Person,7457,Shelter from the Storm,Song,0
PerformerOf,1922,Matthäus Hendriks,Person,1920,Whispers of Laughter,Album,0
LyricistOf,1923,Giesela Kuhl,Person,1920,Whispers of Laughter,Album,0
PerformerOf,1923,Giesela Kuhl,Person,1920,Whispers of Laughter,Album,1
PerformerOf,1924,Ida Hentschel,Person,1920,Whispers of Laughter,Album,0
ComposerOf,1924,Ida Hentschel,Person,4884,The Gentle Pulse of Longing,Song,0
PerformerOf,1924,Ida Hentschel,Person,4884,The Gentle Pulse of Longing,Song,1
PerformerOf,1924,Ida Hentschel,Person,11564,Medieval Melodies Unbound,Song,0
ProducerOf,1924,Ida Hentschel,Person,12727,Lumières Naissantes,Song,0
PerformerOf,1924,Ida Hentschel,Person,14035,Desgastado por la Rutina,Song,0
ProducerOf,1924,Ida Hentschel,Person,14035,Desgastado por la Rutina,Song,1
PerformerOf,1924,Ida Hentschel,Person,14291,Judicial Dreams of a Rotund Reformer,Song,0
ProducerOf,1924,Ida Hentschel,Person,14291,Judicial Dreams of a Rotund Reformer,Song,1
InStyleOf,1927,Footprints in Silence,Album,16635,Cascade of Devotion,Album,0
CoverOf,1927,Footprints in Silence,Album,9129,Tipsy Toes Tango,Song,0
RecordedBy,1927,Footprints in Silence,Album,728,Equatorial Echo,RecordLabel,0
DistributedBy,1927,Footprints in Silence,Album,728,Equatorial Echo,RecordLabel,1
MemberOf,1928,Zara Trivedi,Person,16850,Silent Horizon,MusicalGroup,0
PerformerOf,1928,Zara Trivedi,Person,1927,Footprints in Silence,Album,0
PerformerOf,1928,Zara Trivedi,Person,11001,Whispers of Melodic Mentors,Album,0
PerformerOf,1928,Zara Trivedi,Person,16635,Cascade of Devotion,Album,0
MemberOf,1929,Rhea Wali,Person,16850,Silent Horizon,MusicalGroup,0
PerformerOf,1929,Rhea Wali,Person,1927,Footprints in Silence,Album,0
PerformerOf,1929,Rhea Wali,Person,11001,Whispers of Melodic Mentors,Album,0
PerformerOf,1929,Rhea Wali,Person,16117,Blue Ridge Heartland,Song,0
ProducerOf,1929,Rhea Wali,Person,16117,Blue Ridge Heartland,Song,1
PerformerOf,1929,Rhea Wali,Person,16635,Cascade of Devotion,Album,0
PerformerOf,1930,Nitya Dass,Person,1927,Footprints in Silence,Album,0
ComposerOf,1931,Anahi Sachdeva,Person,1927,Footprints in Silence,Album,0
PerformerOf,1931,Anahi Sachdeva,Person,1927,Footprints in Silence,Album,1
ComposerOf,1932,Shaan Sanghvi,Person,1927,Footprints in Silence,Album,0
ComposerOf,1932,Shaan Sanghvi,Person,4283,Celestial Echoes,Song,0
PerformerOf,1932,Shaan Sanghvi,Person,4283,Celestial Echoes,Song,1
LyricistOf,1932,Shaan Sanghvi,Person,5436,Fields of Golden Promise,Song,0
PerformerOf,1932,Shaan Sanghvi,Person,5436,Fields of Golden Promise,Song,1
LyricistOf,1932,Shaan Sanghvi,Person,9129,Tipsy Toes Tango,Song,0
PerformerOf,1932,Shaan Sanghvi,Person,9479,The March of a Thousand Boots,Song,0
PerformerOf,1932,Shaan Sanghvi,Person,9524,Electromagnetic Soul,Song,0
LyricistOf,1932,Shaan Sanghvi,Person,10354,Mercy's Embrace,Song,0
PerformerOf,1932,Shaan Sanghvi,Person,11001,Whispers of Melodic Mentors,Album,0
ComposerOf,1932,Shaan Sanghvi,Person,11241,Risen Mercy,Song,0
LyricistOf,1932,Shaan Sanghvi,Person,12971,Midnight's Empty Telephone,Song,0
ProducerOf,1932,Shaan Sanghvi,Person,14727,Blood-Stained Tally for Apache Hearts,Song,0
LyricistOf,1932,Shaan Sanghvi,Person,15539,"Soft Petals, Quiet Memories",Song,0
ComposerOf,1932,Shaan Sanghvi,Person,16635,Cascade of Devotion,Album,0
InStyleOf,1933,Wandering Miles,Song,4167,The Interest Rises,Album,0
InterpolatesFrom,1933,Wandering Miles,Song,2331,Primavera's Whisper,Song,0
LyricalReferenceTo,1933,Wandering Miles,Song,8095,Midnight in the Tearscape,Song,0
InStyleOf,1933,Wandering Miles,Song,14510,Pastoral Tiara,Album,0
InterpolatesFrom,1933,Wandering Miles,Song,6503,Bund Boogie,Song,0
LyricalReferenceTo,1933,Wandering Miles,Song,15643,Steppe of My Soul,Song,0
DirectlySamples,1933,Wandering Miles,Song,10503,Healing Between the Battles,Song,0
CoverOf,1933,Wandering Miles,Song,6674,Närma dig friden (Approach the Peace),Song,0
InterpolatesFrom,1933,Wandering Miles,Song,2927,Sacred Invocation,Song,0
DistributedBy,1933,Wandering Miles,Song,342,Archival Resonance Records,RecordLabel,0
PerformerOf,1934,Aleksander Przybyś,Person,1933,Wandering Miles,Song,0
LyricistOf,1934,Aleksander Przybyś,Person,1933,Wandering Miles,Song,1
PerformerOf,1934,Aleksander Przybyś,Person,6503,Bund Boogie,Song,0
LyricistOf,1934,Aleksander Przybyś,Person,6503,Bund Boogie,Song,1
LyricistOf,1934,Aleksander Przybyś,Person,3386,Temporal Dissonance,Song,0
