work_id,work_name,node_type,genre,release_date,written_date,notoriety_date,notable,performer_id,performer_name,performer_type
11298,Rodeo Retrograde,Album,Indie Pop,2009,,2009,True,1815,Konrad Goss,Person
13001,Wooden Heart's Whisper,Album,Southern Gothic Rock,2009,2009,2009,True,16744,Quattro Voci,MusicalGroup
2848,Twilight Tapas,Song,Lo-Fi Electronica,2010,,2010,True,2849,Yan Qian,Person
2175,Intersection of Regret,Song,Synthwave,2010,,2010,True,2179,Li Yang,Person
2175,Intersection of Regret,Song,Synthwave,2010,,2010,True,2177,Ping Qin,Person
8888,Bonds of Ducats,Song,Indie Rock,2010,,2010,True,5334,Hans Josef Haering,Person
2175,Intersection of Regret,Song,Synthwave,2010,,2010,True,2176,Yang Lai,Person
6180,Dusk's Lingering Embrace,Song,Desert Rock,2010,,2010,True,6181,Ming Tan,Person
7872,The Monotony of Breath,Song,Indie Pop,2010,2010,2010,True,3662,David Wilkerson,Person
10704,Prayers in Twilight,Song,Indie Rock,2010,,2010,True,10707,Glenn Lewis,Person
7590,Heartbeat of the Municipal Land,Song,Doom Metal,2010,,2010,True,2023,Qiang Tang,Person
10704,Prayers in Twilight,Song,Indie Rock,2010,,2010,True,10706,Xiuying Ding,Person
10704,Prayers in Twilight,Song,Indie Rock,2010,,2010,True,10705,Ming Duan,Person
2848,Twilight Tapas,Song,Lo-Fi Electronica,2010,,2010,True,2668,Ping Tian,Person
11612,Growing Silhouettes,Song,Indie Folk,2010,,2010,True,2987,Akemi Sato,Person
6658,Sweet Tea and Porch Swing Memories,Song,Dream Pop,2010,2010,2010,True,2659,Matthew Hancock,Person
13423,Stereotype Rebel,Song,Indie Folk,2010,,2010,True,12368,Jolanda Salz,Person
6180,Dusk's Lingering Embrace,Song,Desert Rock,2010,,2010,True,6182,Shirley Riley,Person
2175,Intersection of Regret,Song,Synthwave,2010,,2010,True,2180,Gang Xiang,Person
15383,Minotaur's Lament,Song,Doom Metal,2007,2007,2010,True,5258,Gianfranco Falier,Person
13423,Stereotype Rebel,Song,Indie Folk,2010,,2010,True,10451,Erdmute Hermann-Karge,Person
15528,Salt-Stained Legacy,Song,Alternative Rock,2010,2010,2010,True,3336,Lucrezia Zamengo,Person
15528,Salt-Stained Legacy,Song,Alternative Rock,2010,2010,2010,True,2282,Angelina Dallapé-Brunelleschi,Person
15528,Salt-Stained Legacy,Song,Alternative Rock,2010,2010,2010,True,2281,Michelotto Comisso,Person
10704,Prayers in Twilight,Song,Indie Rock,2010,,2010,True,6083,Xiulan Lai,Person
15046,Lipstick and Celluloid,Song,Dream Pop,2010,,2010,True,10403,Elizabeth Nguyen,Person
13591,Echoes of a Sylvan Daydream,Song,Doom Metal,2010,,2010,True,10798,Valérie Mathieu,Person
10068,Whispers of Broken Moments,Song,Doom Metal,2010,,2010,True,2344,Sandro Gröttner,Person
11612,Growing Silhouettes,Song,Indie Folk,2010,,2010,True,2983,Hiroshi Nakamura,Person
2848,Twilight Tapas,Song,Lo-Fi Electronica,2010,,2010,True,2538,Angelika Osojca,Person
10068,Whispers of Broken Moments,Song,Doom Metal,2010,,2010,True,2346,Silvio Krause,Person
6382,Slow Burn Desire,Song,Synthwave,2010,,2010,True,3313,Lei Yang,Person
6382,Slow Burn Desire,Song,Synthwave,2010,,2010,True,3311,Kendra Rivera,Person
11612,Growing Silhouettes,Song,Indie Folk,2010,,2010,True,2984,Sotaro Sato,Person
10417,Carnival Whispers,Song,Lo-Fi Electronica,2010,,2010,True,10418,Juan Li,Person
11612,Growing Silhouettes,Song,Indie Folk,2010,,2010,True,2985,Yasuhiro Yamamoto,Person
11836,Unwritten Lines Between Shadows,Album,Oceanus Folk,2010,2010,2010,True,11838,Russell Bates,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,2207,Brian Wright,Person
11612,Growing Silhouettes,Song,Indie Folk,2010,,2010,True,2986,Yosuke Yamamoto,Person
13591,Echoes of a Sylvan Daydream,Song,Doom Metal,2010,,2010,True,10794,Frédéric de la Coulon,Person
10704,Prayers in Twilight,Song,Indie Rock,2010,,2010,True,8140,Min Mo,Person
6382,Slow Burn Desire,Song,Synthwave,2010,,2010,True,6384,Kristina Cowan,Person
438,Parisian Shadows on the Hill,Song,Dream Pop,2010,,2010,True,442,John Ferguson,Person
438,Parisian Shadows on the Hill,Song,Dream Pop,2010,,2010,True,443,Guiying Qin,Person
15515,Sunlight Through Snowflakes,Album,Dream Pop,2010,,2010,True,443,Guiying Qin,Person
7590,Heartbeat of the Municipal Land,Song,Doom Metal,2010,,2010,True,7592,Jing Tang,Person
15515,Sunlight Through Snowflakes,Album,Dream Pop,2010,,2010,True,16765,Renegade Harmony,MusicalGroup
8888,Bonds of Ducats,Song,Indie Rock,2010,,2010,True,8889,Roswita Hande,Person
15515,Sunlight Through Snowflakes,Album,Dream Pop,2010,,2010,True,15516,Lei Jia,Person
8035,Solitude's Embrace,Song,Indie Pop,2010,,2010,True,551,Szymon Pyć,Person
10068,Whispers of Broken Moments,Song,Doom Metal,2010,,2010,True,16748,Ochre,MusicalGroup
7590,Heartbeat of the Municipal Land,Song,Doom Metal,2010,,2010,True,7591,Guiying Dong,Person
16607,"Marcin, Payback Is Coming",Song,Synthwave,2010,,2010,True,16611,Juan Shi,Person
16607,"Marcin, Payback Is Coming",Song,Synthwave,2010,,2010,True,16610,Yang Hao,Person
1757,Whispers from Alexander's Chambers,Song,Avant-Garde Folk,2010,,2010,True,1758,Michael Boyd,Person
7041,Desert Lullaby,Song,Indie Folk,2010,2004,2010,True,7042,John Taylor,Person
7041,Desert Lullaby,Song,Indie Folk,2010,2004,2010,True,7043,John Garcia,Person
15605,Quiet Surrender,Album,Doom Metal,2010,2010,2010,True,9108,Karina Hess,Person
16607,"Marcin, Payback Is Coming",Song,Synthwave,2010,,2010,True,16609,Yang Chang,Person
15528,Salt-Stained Legacy,Song,Alternative Rock,2010,2010,2010,True,8822,Giacinto Maderna,Person
7286,Woven Threads,Album,Dream Pop,2010,,2010,True,7287,Dana Perkins,Person
7286,Woven Threads,Album,Dream Pop,2010,,2010,True,7288,Christopher Young,Person
7286,Woven Threads,Album,Dream Pop,2010,,2010,True,7289,Deborah Aguilar,Person
7286,Woven Threads,Album,Dream Pop,2010,,2010,True,7290,Christopher Wood,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,7139,Maura Jovinelli,Person
15515,Sunlight Through Snowflakes,Album,Dream Pop,2010,,2010,True,441,Alisha Fuller,Person
15899,Speak Between Lines,Song,Indie Folk,2010,,2010,True,15902,Austin Perez,Person
15899,Speak Between Lines,Song,Indie Folk,2010,,2010,True,15901,Monica Brown,Person
15899,Speak Between Lines,Song,Indie Folk,2010,,2010,True,15900,Chad Gonzales,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,16423,Dionigi Granatelli,Person
15826,Metamorphosis Melody,Album,Alternative Rock,2010,2010,2010,True,15830,Tara Timmermans,Person
15826,Metamorphosis Melody,Album,Alternative Rock,2010,2010,2010,True,15829,Giorgia Norbiato,Person
15826,Metamorphosis Melody,Album,Alternative Rock,2010,2010,2010,True,15828,Jacob Richards,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,16422,Alfredo Roth,Person
15515,Sunlight Through Snowflakes,Album,Dream Pop,2010,,2010,True,440,Gang Cui,Person
8888,Bonds of Ducats,Song,Indie Rock,2010,,2010,True,8890,Katrin Steckel,Person
438,Parisian Shadows on the Hill,Song,Dream Pop,2010,,2010,True,439,Fang Zou,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,157,Daria Boucsein,Person
10068,Whispers of Broken Moments,Song,Doom Metal,2010,,2010,True,10070,Karla Säuberlich-Reichmann,Person
10068,Whispers of Broken Moments,Song,Doom Metal,2010,,2010,True,10069,Rosmarie Losekann,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,158,Orhan Krein,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,159,Ashley Waters,Person
438,Parisian Shadows on the Hill,Song,Dream Pop,2010,,2010,True,440,Gang Cui,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,160,Hans-Theo Eckbauer-Dehmel,Person
13423,Stereotype Rebel,Song,Indie Folk,2010,,2010,True,160,Hans-Theo Eckbauer-Dehmel,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,161,Sophia Baracca-Solimena,Person
15826,Metamorphosis Melody,Album,Alternative Rock,2010,2010,2010,True,6328,Lise Gerrits,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,162,Mia Carsten,Person
155,Tales Without Words,Album,Indie Folk,2010,,2010,True,163,Regina Hesse,Person
8035,Solitude's Embrace,Song,Indie Pop,2010,,2010,True,8036,Miłosz Staciwa,Person
13591,Echoes of a Sylvan Daydream,Song,Doom Metal,2010,,2010,True,16872,Collective Conscience,MusicalGroup
7041,Desert Lullaby,Song,Indie Folk,2010,2004,2010,True,16865,Rusty Anvil,MusicalGroup
15899,Speak Between Lines,Song,Indie Folk,2010,,2010,True,74,Min Hu,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,30,Megan Bennett,Person
10133,Candles and Memories,Album,Dream Pop,2010,2010,2010,True,223,Borys Kościk,Person
15383,Minotaur's Lament,Song,Doom Metal,2007,2007,2010,True,234,Beth Carpenter,Person
15899,Speak Between Lines,Song,Indie Folk,2010,,2010,True,15221,Miss Amy Harmon,Person
15383,Minotaur's Lament,Song,Doom Metal,2007,2007,2010,True,235,Shannon Gordon,Person
15383,Minotaur's Lament,Song,Doom Metal,2007,2007,2010,True,236,Kimberly Castillo,Person
6658,Sweet Tea and Porch Swing Memories,Song,Dream Pop,2010,2010,2010,True,6659,Helen Simon,Person
6658,Sweet Tea and Porch Swing Memories,Song,Dream Pop,2010,2010,2010,True,6660,Adrian Miller,Person
16421,Unraveled (A Cassidy Story),Song,Speed Metal,2010,2010,2010,True,29,Lorraine Martinez,Person
7630,The Stinky Chore Shuffle,Song,Speed Metal,2010,2004,2010,True,7631,Marianna Polasik,Person
8035,Solitude's Embrace,Song,Indie Pop,2010,,2010,True,8037,Olga Kosałka,Person
14045,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011,,2011,True,14046,Yan Zhu,Person
14045,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011,,2011,True,8775,Jessica Peck,Person
15722,Unexpected Landing,Song,Lo-Fi Electronica,2011,2011,2011,True,2538,Angelika Osojca,Person
2331,Primavera's Whisper,Song,Blues Rock,2011,,2011,True,551,Szymon Pyć,Person
14045,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011,,2011,True,115,Ping Meng,Person
14045,Seine's Midnight Bloom,Song,Lo-Fi Electronica,2011,,2011,True,12026,Na Ma,Person
16352,Shoulders of Strength,Song,Jazz Surf Rock,2012,2012,2012,True,16353,Amanda Mcdonald,Person
10520,Vintage Nights,Song,Southern Gothic Rock,2012,2012,2012,True,7308,Ranbir Sangha,Person
16352,Shoulders of Strength,Song,Jazz Surf Rock,2012,2012,2012,True,3777,Douglas Lewis,Person
10520,Vintage Nights,Song,Southern Gothic Rock,2012,2012,2012,True,7307,Raghav Chawla,Person
10520,Vintage Nights,Song,Southern Gothic Rock,2012,2012,2012,True,7306,Vidur D’Alia,Person
695,Roots and Rhythms,Song,Avant-Garde Folk,2012,,2012,True,697,Yong Zheng,Person
7534,Whispers of the Tribal King,Song,Darkwave,2012,,2012,True,7537,Jing Pan,Person
7534,Whispers of the Tribal King,Song,Darkwave,2012,,2012,True,7538,Na Liang,Person
11109,Paths Beyond Memory,Song,Emo/Pop Punk,2012,,2012,True,16744,Quattro Voci,MusicalGroup
7534,Whispers of the Tribal King,Song,Darkwave,2012,,2012,True,7539,Diane Dunn,Person
11948,Rising Sun Renegades,Song,Alternative Rock,2012,,2012,True,16811,Preset Protocol,MusicalGroup
10520,Vintage Nights,Song,Southern Gothic Rock,2012,2012,2012,True,334,Christopher Lee,Person
10520,Vintage Nights,Song,Southern Gothic Rock,2012,2012,2012,True,7309,Aarav Chana,Person
7534,Whispers of the Tribal King,Song,Darkwave,2012,,2012,True,7536,Jun Ding,Person
7534,Whispers of the Tribal King,Song,Darkwave,2012,,2012,True,7535,Yang Chang,Person
11948,Rising Sun Renegades,Song,Alternative Rock,2012,,2012,True,5727,Yasmin Verschut,Person
6493,Ethereal Drift,Album,Speed Metal,2012,,2012,True,6494,Seth Payne,Person
14740,Scarlet Cipher: Tribal Notation,Song,Indie Folk,2013,,2013,True,14742,Alan Clark,Person
1869,Echoes from the Dark Chord,Song,Indie Rock,2013,2013,2013,True,1872,Yang Gao,Person
3325,Shattered Reflections,Album,Emo/Pop Punk,2013,2013,2013,True,3326,Laurie Campbell,Person
11729,Whispers of Unexpected Joy,Song,Americana,2013,,2013,True,6866,Kimberly Roberts,Person
11532,Woodland Symphony No. 1,Song,Alternative Rock,2013,,2013,True,3336,Lucrezia Zamengo,Person
14740,Scarlet Cipher: Tribal Notation,Song,Indie Folk,2013,,2013,True,14741,Andrew Martin,Person
16061,Buzzing Fields of Golden Amber,Song,Doom Metal,2013,2013,2013,True,16788,Shared Secrets,MusicalGroup
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,4984,Gang Fan,Person
7618,Trash Day Tango,Album,Synthwave,2013,,2013,True,7619,Xiuying Ye,Person
7618,Trash Day Tango,Album,Synthwave,2013,,2013,True,7620,Jing Yi,Person
7618,Trash Day Tango,Album,Synthwave,2013,,2013,True,7621,Yan Fang,Person
12949,Loyal Hearts Rejoice,Song,Synthwave,2013,,2013,True,12951,Jamie Roberts,Person
12949,Loyal Hearts Rejoice,Song,Synthwave,2013,,2013,True,12950,Na Qin,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,5006,Tao Kang,Person
3304,Campus Echoes,Album,Americana,2013,2013,2013,True,3309,Stacy Watts,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,2592,Ping Zhong,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,2591,Theresa Rivera,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,656,Yang Cui,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6888,Yong Kong,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,8381,Juan Fan,Person
11532,Woodland Symphony No. 1,Song,Alternative Rock,2013,,2013,True,16747,The Wandering Pulse,MusicalGroup
13101,Toppled from Grace,Song,Indie Pop,2003,,2013,True,13103,Qiang Long,Person
8029,Invisible Borders,Song,Desert Rock,2013,,2013,True,639,Ming Yan,Person
5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,2013,True,5258,Gianfranco Falier,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6887,Casey Price,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6886,Gang Tang,Person
7567,Crimson Echoes of Betrayal,Song,Dream Pop,2013,,2013,True,614,Xiulan He,Person
7567,Crimson Echoes of Betrayal,Song,Dream Pop,2013,,2013,True,612,Elizabeth Saunders,Person
5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,2013,True,16749,Radical Syntax,MusicalGroup
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,16762,SideShift,MusicalGroup
3304,Campus Echoes,Album,Americana,2013,2013,2013,True,3305,Rania Banik,Person
3304,Campus Echoes,Album,Americana,2013,2013,2013,True,3306,Guiying Tian,Person
7618,Trash Day Tango,Album,Synthwave,2013,,2013,True,7622,Yong Zhu,Person
3304,Campus Echoes,Album,Americana,2013,2013,2013,True,3307,Riya Ahluwalia,Person
7618,Trash Day Tango,Album,Synthwave,2013,,2013,True,7623,Maria Black,Person
16061,Buzzing Fields of Golden Amber,Song,Doom Metal,2013,2013,2013,True,12815,Qiang Zhao,Person
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,1952,Yang Wan,Person
4313,Regreso al principio (Return to the beginning),Album,Alternative Rock,2013,,2013,True,4315,Gaja Powierża,Person
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,3691,Gang Zheng,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,1953,Xiuying Dai,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,1954,Yong Fu,Person
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,1954,Yong Fu,Person
15358,Buenos Aires Uprising,Song,Doom Metal,2013,,2013,True,6437,Na Fan,Person
10002,Echoes of January's Remembrance,Song,Jazz Surf Rock,2013,,2013,True,10003,Tao Qian,Person
12025,Nocturnal Reverie,Song,Lo-Fi Electronica,2013,,2013,True,115,Ping Meng,Person
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,99,Miki Hayashi,Person
8029,Invisible Borders,Song,Desert Rock,2013,,2013,True,8030,Jing Meng,Person
8029,Invisible Borders,Song,Desert Rock,2013,,2013,True,8032,Jun Kong,Person
8029,Invisible Borders,Song,Desert Rock,2013,,2013,True,8033,Gang Chen,Person
5519,Garden's Symphony,Song,Indie Folk,2013,2013,2013,True,40,Na Dong,Person
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,16890,Estación Sonora,MusicalGroup
16061,Buzzing Fields of Golden Amber,Song,Doom Metal,2013,2013,2013,True,4347,Tao Ye,Person
15358,Buenos Aires Uprising,Song,Doom Metal,2013,,2013,True,6441,Li Jia,Person
12025,Nocturnal Reverie,Song,Lo-Fi Electronica,2013,,2013,True,12026,Na Ma,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,12760,Guiying Han,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,16937,Echo Syntax,MusicalGroup
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,16921,Ethereal Chorus,MusicalGroup
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,317,Gang Bai,Person
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,314,Cristian Bonilla,Person
6672,Peach Pie and Sunday Smiles,Song,Dream Pop,2013,,2013,True,6673,Ping Lei,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,276,Kendra Miller,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,274,Li Xie,Person
15358,Buenos Aires Uprising,Song,Doom Metal,2013,,2013,True,15359,Jorge Brown,Person
5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,2013,True,236,Kimberly Castillo,Person
14740,Scarlet Cipher: Tribal Notation,Song,Indie Folk,2013,,2013,True,14744,Tamara Miller,Person
15358,Buenos Aires Uprising,Song,Doom Metal,2013,,2013,True,6442,Lei Du,Person
7567,Crimson Echoes of Betrayal,Song,Dream Pop,2013,,2013,True,16835,The Rhythm Rascals,MusicalGroup
13220,Glowing Embrace,Song,Doom Metal,2013,2013,2013,True,190,Peter Haering,Person
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,163,Regina Hesse,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6890,Nicole Scott,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6891,Xia Zhou,Person
1869,Echoes from the Dark Chord,Song,Indie Rock,2013,2013,2013,True,1871,Jie Cai,Person
5519,Garden's Symphony,Song,Indie Folk,2013,2013,2013,True,5522,Lindsey Simpson,Person
14082,Radiant Chorus at Dawn,Album,Darkwave,2013,2013,2013,True,14083,Richard Kennedy,Person
5519,Garden's Symphony,Song,Indie Folk,2013,2013,2013,True,5523,Yang Liao,Person
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,13726,Juan Hao,Person
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,6892,Yan Dong,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,2546,Erdogan Baum,Person
5519,Garden's Symphony,Song,Indie Folk,2013,2013,2013,True,5521,Matthew Burton,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,2878,Anaïs Wagner,Person
10673,Gravel Road Home,Song,Doom Metal,2013,,2013,True,5479,Susan Edwards,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,5809,Chao Yi,Person
10673,Gravel Road Home,Song,Doom Metal,2013,,2013,True,5478,Marilyn Moore,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,5810,Yong Cui,Person
13985,Seven Verses Before Dawn,Song,Lo-Fi Electronica,2013,,2013,True,878,Jing Kang,Person
14082,Radiant Chorus at Dawn,Album,Darkwave,2013,2013,2013,True,14084,Lei Liu,Person
12949,Loyal Hearts Rejoice,Song,Synthwave,2013,,2013,True,7342,Juan Li,Person
12949,Loyal Hearts Rejoice,Song,Synthwave,2013,,2013,True,7416,Stephanie Horton,Person
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,7247,Kelly Munoz,Person
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,823,Tao Cheng,Person
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,7246,Kimberly Stanton,Person
14082,Radiant Chorus at Dawn,Album,Darkwave,2013,2013,2013,True,1223,Gang Yin,Person
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,1547,Qiang Lu,Person
10240,Hjärtats Harmoni: En Sångares Berättelse,Album,Southern Gothic Rock,2013,2013,2013,True,8991,Éric Daniel,Person
16026,Quartetto Luminoso,Song,Doom Metal,2013,,2013,True,16027,Jocelyn Davis,Person
10002,Echoes of January's Remembrance,Song,Jazz Surf Rock,2013,,2013,True,1335,Ming Long,Person
16061,Buzzing Fields of Golden Amber,Song,Doom Metal,2013,2013,2013,True,16062,Juan Wan,Person
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,7178,Na Kong,Person
7177,Transatlantic Wingspan,Song,Indie Folk,2013,2013,2013,True,7179,Tina Raymond,Person
8900,Harvest's Tender Embrace,Album,Synthwave,2013,,2013,True,8903,Nidia Menéndez Mateo,Person
8900,Harvest's Tender Embrace,Album,Synthwave,2013,,2013,True,8902,Miss Stephanie Middleton,Person
1411,Unpack My Heart,Song,Southern Gothic Rock,2013,,2013,True,1295,Marek Oleksa,Person
11729,Whispers of Unexpected Joy,Song,Americana,2013,,2013,True,10671,Yan Guo,Person
11729,Whispers of Unexpected Joy,Song,Americana,2013,,2013,True,10670,Tao Yin,Person
3304,Campus Echoes,Album,Americana,2013,2013,2013,True,2589,Lei Yuan,Person
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,1241,Fang Su,Person
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,1238,Yan Qin,Person
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,7245,Na Cui,Person
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,5811,Samantha Mills,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,16893,Neue Schicht,MusicalGroup
9205,Carbonated Vertigo,Song,Desert Rock,2013,,2013,True,9207,Lei Duan,Person
5519,Garden's Symphony,Song,Indie Folk,2013,2013,2013,True,779,Yang Zhao,Person
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,15774,Yan Bai,Person
6788,The Whispers of Jakez,Song,Indie Folk,2013,,2013,True,3158,Jing Wang,Person
9205,Carbonated Vertigo,Song,Desert Rock,2013,,2013,True,9206,Chao Huang,Person
9205,Carbonated Vertigo,Song,Desert Rock,2013,,2013,True,9208,Li Tang,Person
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,15773,Guiying Lai,Person
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,779,Yang Zhao,Person
5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,2013,True,5426,Pier Pavone-Cignaroli,Person
12759,Feathered Journeys to Izmir,Song,Dream Pop,2013,,2013,True,11046,Gang Kang,Person
7567,Crimson Echoes of Betrayal,Song,Dream Pop,2013,,2013,True,5345,Xiulan Wang,Person
5351,Lifted Voices,Album,Dream Pop,2014,,2014,True,5355,Jing Tian,Person
5351,Lifted Voices,Album,Dream Pop,2014,,2014,True,5354,Stephen Ross,Person
15084,Journey of the Iron Ship,Song,Dream Pop,2014,,2014,True,4220,Jing Shi,Person
6473,Stockholm Serenade,Song,Dream Pop,2014,,2014,True,2660,Christopher Smith,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10329,Bibi Vos,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10327,Jesper Heijmans,Person
11037,Whispers from a New World,Song,Psychedelic Rock,2014,,2014,True,8181,Gang Wan,Person
6473,Stockholm Serenade,Song,Dream Pop,2014,,2014,True,2659,Matthew Hancock,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10326,Sofie van der Hoeven,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10325,Julie Schatteleijn-Haack,Person
15570,Philosopher's Midnight Experiment,Song,Lo-Fi Electronica,2014,,2014,True,13483,Guiying Yin,Person
5351,Lifted Voices,Album,Dream Pop,2014,,2014,True,5353,Chao Cai,Person
15084,Journey of the Iron Ship,Song,Dream Pop,2014,,2014,True,15088,Jörg-Peter Hecker,Person
5351,Lifted Voices,Album,Dream Pop,2014,,2014,True,5352,Ping Xiang,Person
15084,Journey of the Iron Ship,Song,Dream Pop,2014,,2014,True,15087,Ping Xu,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10323,Julie van der Noot,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10322,Femke Mulder,Person
15084,Journey of the Iron Ship,Song,Dream Pop,2014,,2014,True,15086,Jun Yin,Person
15894,Ethereal Threshold,Song,Indie Pop,2014,,2014,True,8037,Olga Kosałka,Person
15084,Journey of the Iron Ship,Song,Dream Pop,2014,,2014,True,15085,Stephen Lawrence,Person
15570,Philosopher's Midnight Experiment,Song,Lo-Fi Electronica,2014,,2014,True,16891,Insurgencia,MusicalGroup
14216,Hallowed Whispers,Song,Alternative Rock,2014,,2014,True,8950,Carolyn Donovan,Person
15570,Philosopher's Midnight Experiment,Song,Lo-Fi Electronica,2014,,2014,True,5645,Wei Zhao,Person
11037,Whispers from a New World,Song,Psychedelic Rock,2014,,2014,True,11038,Wei Shao,Person
15570,Philosopher's Midnight Experiment,Song,Lo-Fi Electronica,2014,,2014,True,5646,Fang Bai,Person
11037,Whispers from a New World,Song,Psychedelic Rock,2014,,2014,True,11039,Wei Shi,Person
3310,Lecture Hall Nights,Song,Dream Pop,2014,,2014,True,3315,Qiang Gao,Person
3310,Lecture Hall Nights,Song,Dream Pop,2014,,2014,True,3314,Na Qian,Person
4903,Fanfare of Folly,Song,Indie Rock,2014,,2014,True,4906,Wendy Nelson,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10330,Cato van Holland,Person
4903,Fanfare of Folly,Song,Indie Rock,2014,,2014,True,4905,Guillaume Cohen du Leduc,Person
3310,Lecture Hall Nights,Song,Dream Pop,2014,,2014,True,3313,Lei Yang,Person
3310,Lecture Hall Nights,Song,Dream Pop,2014,,2014,True,3312,Juan Tao,Person
4903,Fanfare of Folly,Song,Indie Rock,2014,,2014,True,4904,Amélie Peltier,Person
10319,Campfire Chronicles,Song,Psychedelic Rock,2014,2014,2014,True,10331,Piotr Smoter,Person
5351,Lifted Voices,Album,Dream Pop,2014,,2014,True,1650,Daniel Lyons,Person
